title,price,engine,transmission,drivetrain,mileage,location
Used 2010 LAND ROVER RANGE ROVER SPORT HSE,"$33,995 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"47,326 miles","Parsippany,NJ(18mi)"
Certified 2014 HONDA PILOT LX,"$19,888 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"41,981 miles","Edison,NJ(25mi)"
Used 2014 INFINITI QX60,"$24,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"43,366 miles","Wall,NJ(37mi)"
Used 2015 LEXUS RX 350,"$24,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"34,328 miles","Englewood,NJ(11mi)"
Used 2012 HONDA ACCORD CROSSTOUR EXL,"$32,481 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"38,045 miles","WestCaldwell,NJ(16mi)"
Certified 2015 HONDA CR-V LX,"$32,481 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"38,398 miles","WestCaldwell,NJ(16mi)"
Used 2016 INFINITI QX60,"$18,513 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"9,054 miles","Wall,NJ(37mi)"
Used 2015 JEEP WRANGLER UNLIMITED SPORT,"$18,513 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"28,138 miles","Bath,PA(71mi)"
Used 2016 INFINITI QX60,"$18,513 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"11,339 miles","Wall,NJ(37mi)"
Used 2012 MERCEDES-BENZ M-CLASS ML 350 4MATIC,"$18,513 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"77,001 miles","Linden,NJ(14mi)"
Certified 2016 ACURA RDX,"$36,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"13,637 miles","Wayne,NJ(14mi)"
Used 2014 BMW X6 XDRIVE35I,"$36,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,102 miles","Morristown,NJ(22mi)"
Used 2015 MAZDA CX-5 GRAND TOURING,"$27,797 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,195 miles","Bloomfield,NJ(9mi)"
Used 2014 FORD EXPLORER XLT,"$27,797 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"59,745 miles","WestCaldwell,NJ(16mi)"
Used 2014 MAZDA CX-9 TOURING,"$36,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,307 miles","EastBrunswick,NJ(28mi)"
Certified 2014 FORD EDGE SEL,"$36,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"34,350 miles","Mendham,NJ(29mi)"
Certified 2015 FORD EXPLORER XLT,"$21,990 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"21,860 miles","Mendham,NJ(29mi)"
Used 2015 HYUNDAI TUCSON GLS,"$14,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"22,584 miles","Totowa,NJ(15mi)"
Certified 2015 HYUNDAI TUCSON SE,"$14,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"38,239 miles","Bloomfield,NJ(9mi)"
Used 2015 HONDA PILOT EXL,"$16,980 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"49,364 miles","Edison,NJ(25mi)"
Certified 2017 PORSCHE CAYENNE,"$16,980 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,838 miles","Parsippany,NJ(19mi)"
Certified 2015 BMW X3 XDRIVE28I,"$27,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,547 miles","Wayne,NJ(18mi)"
Used 2017 BMW X3 XDRIVE28I,"$27,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"3,124 miles","Wayne,NJ(18mi)"
Used 2016 MINI COOPER COUNTRYMAN,"$66,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"10,408 miles","Morristown,NJ(22mi)"
Used 2014 JEEP CHEROKEE LATITUDE,"$66,900 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"36,642 miles","Newton,NJ(43mi)"
Used 2014 SUBARU XV CROSSTREK PREMIUM,"$31,998 ",Engine4 Cyl,TransmissionManual,DrivetrainAWD,"17,933 miles","Bath,PA(71mi)"
Used 2014 SUBARU XV CROSSTREK PREMIUM,"$31,998 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"16,227 miles","Parsippany,NJ(23mi)"
Certified 2014 FORD ESCAPE TITANIUM,"$45,988 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"50,220 miles","Mendham,NJ(29mi)"
Used 2017 JEEP GRAND CHEROKEE LIMITED EDITION,"$45,988 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"17,879 miles","LittleFalls,NJ(50mi)"
Certified 2014 BMW X1 XDRIVE28I,"$22,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"20,400 miles","Wayne,NJ(18mi)"
Used 2013 AUDI Q5 PREMIUM PLUS,"$22,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"83,165 miles","Bridgewater,NJ(31mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$18,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"56,381 miles","EastBrunswick,NJ(29mi)"
Used 2012 BMW X5 XDRIVE35I PREMIUM,"$18,980 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"83,183 miles","Bloomfield,NJ(9mi)"
Certified 2017 SUBARU FORESTER 2.5I PREMIUM,"$18,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"6,514 miles","Parsippany,NJ(23mi)"
Used 2017 BMW X3 XDRIVE28I,"$24,160 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,951 miles","Wayne,NJ(18mi)"
Certified 2015 MAZDA CX-5 TOURING,"$24,160 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"36,122 miles","Wayne,NJ(17mi)"
Used 2011 TOYOTA RAV4 SPORT,"$45,998 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"36,734 miles","Wall,NJ(37mi)"
Used 2016 JEEP COMPASS HIGH ALTITUDE EDITION,"$45,998 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"10,340 miles","Mendham,NJ(29mi)"
Used 2008 GMC ACADIA SLE SLE-1,"$19,900 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"139,364 miles","Newton,NJ(43mi)"
Used 2012 JEEP WRANGLER UNLIMITED SAHARA,"$19,900 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"41,310 miles","Newton,NJ(43mi)"
Certified 2014 BMW X3 XDRIVE28I,"$11,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"30,877 miles","Edison,NJ(25mi)"
Used 2014 NISSAN ROGUE SELECT S,"$11,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,340 miles","Bloomfield,NJ(9mi)"
Used 2017 BMW X5 XDRIVE35I,"$16,886 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,650 miles","Wayne,NJ(18mi)"
Certified 2015 ACURA MDX,"$16,886 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"17,918 miles","Verona,NJ(12mi)"
Certified 2014 BMW X6 XDRIVE35I,"$8,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"20,540 miles","Edison,NJ(25mi)"
Used 2014 NISSAN ROGUE SV,"$8,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,904 miles","Newton,NJ(43mi)"
Used 2015 MAZDA CX-5 GRAND TOURING,"$26,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"45,376 miles","Bloomfield,NJ(9mi)"
Used 2012 JEEP GRAND CHEROKEE LAREDO,"$18,992 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"83,565 miles","Springfield,NJ(15mi)"
Certified 2016 HONDA CR-V EXL,"$18,992 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,263 miles","WestCaldwell,NJ(16mi)"
Used 2015 JEEP GRAND CHEROKEE LIMITED EDITION,"$28,495 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"44,529 miles","Totowa,NJ(15mi)"
Certified 2016 VOLKSWAGEN TIGUAN S,"$28,495 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"22,549 miles","Edison,NJ(21mi)"
Used 2012 DODGE DURANGO CITADEL,"$26,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"80,575 miles","Parsippany,NJ(19mi)"
Used 2015 HONDA CR-V EXL,"$26,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"76,136 miles","WestCaldwell,NJ(16mi)"
Used 2017 BMW X1 XDRIVE28I,"$18,797 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"3,126 miles","Wayne,NJ(18mi)"
Certified 2013 MAZDA CX-5 TOURING,"$18,797 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"25,456 miles","EastBrunswick,NJ(28mi)"
Used 2015 BMW X5 XDRIVE35I,"$19,888 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"58,940 miles","Parsippany,NJ(19mi)"
Certified 2015 VOLKSWAGEN TIGUAN S,"$19,888 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,964 miles","Bridgewater,NJ(32mi)"
Certified 2017 MAZDA CX-9 SIGNATURE,"$19,795 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"19,250 miles","Morristown,NJ(23mi)"
Used 2014 MINI COOPER COUNTRYMAN S,"$19,795 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"48,734 miles","Morristown,NJ(22mi)"
Used 2013 JEEP GRAND CHEROKEE OVERLAND,"$39,998 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"62,351 miles","Springfield,NJ(15mi)"
Certified 2017 MAZDA CX-9 GRAND TOURING,"$39,998 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"14,282 miles","EastBrunswick,NJ(28mi)"
Certified 2015 VOLKSWAGEN TIGUAN SE,"$16,974 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"46,861 miles","Bridgewater,NJ(32mi)"
Certified 2015 LEXUS RX 350,"$35,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"14,116 miles","Englewood,NJ(11mi)"
Used 2010 JEEP LIBERTY SPORT,"$35,495 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"79,083 miles","Totowa,NJ(15mi)"
Certified 2015 FORD EXPLORER SPORT,"$9,495 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"37,100 miles","Mendham,NJ(29mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$9,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"20,209 miles","EastBrunswick,NJ(29mi)"
Used 2014 FORD EXPLORER XLT,"$31,730 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"43,168 miles","LittleFalls,NJ(50mi)"
Used 2014 MINI COOPER COUNTRYMAN S,"$31,730 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"38,315 miles","Morristown,NJ(22mi)"
Used 2014 NISSAN MURANO SV,"$28,970 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"21,947 miles","Totowa,NJ(15mi)"
Used 2010 VOLKSWAGEN TIGUAN,"$28,970 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"89,339 miles","Verona,NJ(12mi)"
Used 2012 HONDA ACCORD CROSSTOUR EXL,"$21,991 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"69,707 miles","Passaic,NJ(8mi)"
Certified 2016 FORD FLEX LIMITED,"$21,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,650 miles","Mendham,NJ(29mi)"
Used 2008 NISSAN ROGUE SL,"$17,987 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"94,367 miles","Totowa,NJ(15mi)"
Used 2014 NISSAN ROGUE SL,"$17,987 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,600 miles","Bloomfield,NJ(9mi)"
Certified 2014 MAZDA CX-9 SPORT,"$17,885 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"29,056 miles","Wayne,NJ(17mi)"
Used 2016 NISSAN MURANO S,"$17,885 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"11,806 miles","HamiltonSquare,NJ(49mi)"
Used 2013 JEEP WRANGLER RUBICON,"$8,800 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"72,152 miles","Wayne,NJ(18mi)"
Used 2016 LEXUS RX 450H,"$44,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"8,612 miles","Englewood,NJ(11mi)"
Used 2016 MINI COOPER COUNTRYMAN S,"$44,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"48,769 miles","Morristown,NJ(22mi)"
Used 2014 KIA SPORTAGE LX,"$22,897 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"33,236 miles","HamiltonSquare,NJ(49mi)"
Certified 2016 HONDA PILOT TOURING,"$22,897 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"47,276 miles","WestCaldwell,NJ(16mi)"
Used 2007 LINCOLN MKX,"$13,933 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"175,613 miles","Bloomfield,NJ(9mi)"
Used 2013 DODGE DURANGO R/T,"$13,933 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"36,646 miles","Totowa,NJ(15mi)"
Used 2012 PORSCHE CAYENNE,"$35,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"71,001 miles","Parsippany,NJ(19mi)"
Certified 2014 ACURA MDX TECHNOLOGY,"$35,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"45,907 miles","Verona,NJ(12mi)"
Used 2015 VOLKSWAGEN TIGUAN S,"$7,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"16,506 miles","Rockaway,NJ(27mi)"
Used 2011 MERCEDES-BENZ GL-CLASS GL 450 4MATIC,"$7,995 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"69,869 miles","Linden,NJ(14mi)"
Certified 2014 HONDA CR-V LX,"$23,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,918 miles","Hamilton,NJ(50mi)"
Used 2016 LAND ROVER RANGE ROVER SPORT HSE,"$23,991 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"12,903 miles","Englewood,NJ(11mi)"
Certified 2014 HONDA CR-V EXL,"$26,988 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,286 miles","Hamilton,NJ(50mi)"
Used 2017 MERCEDES-BENZ GLE 350 4MATIC,"$26,988 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"6,851 miles","Bridgewater,NJ(31mi)"
Used 2014 LEXUS RX 350,"$30,000 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"32,174 miles","Englewood,NJ(11mi)"
Certified 2015 BMW X5 XDRIVE35I,"$41,886 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"43,026 miles","Morristown,NJ(23mi)"
Certified 2015 VOLKSWAGEN TIGUAN S,"$41,886 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"41,574 miles","Bridgewater,NJ(32mi)"
Used 2016 NISSAN ROGUE S,"$16,895 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,707 miles","Totowa,NJ(15mi)"
Certified 2017 MAZDA CX-3 SPORT,"$16,895 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,405 miles","Morristown,NJ(23mi)"
Used 2014 JEEP GRAND CHEROKEE LIMITED EDITION,"$13,995 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"51,974 miles","Totowa,NJ(15mi)"
Used 2007 INFINITI FX35,"$13,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"113,243 miles","NorthPlainfield,NJ(21mi)"
Used 2015 CHEVROLET TRAX LTZ,"$21,250 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,493 miles","Parsippany,NJ(19mi)"
Certified 2015 HONDA PILOT EXL,"$21,250 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"59,753 miles","WestCaldwell,NJ(16mi)"
Used 2017 PORSCHE MACAN,"$23,495 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,820 miles","Bridgewater,NJ(32mi)"
Used 2015 AUDI Q5 PREMIUM,"$23,495 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"28,007 miles","Parsippany,NJ(18mi)"
Used 2015 NISSAN PATHFINDER SV,"$9,188 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"30,953 miles","Totowa,NJ(15mi)"
Certified 2014 BMW X1 XDRIVE28I,"$9,188 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,139 miles","Wayne,NJ(18mi)"
Used 2011 HONDA PILOT EX,"$17,388 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"81,224 miles","Wayne,NJ(14mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$17,388 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"53,040 miles","Wayne,NJ(14mi)"
Used 2016 DODGE DURANGO R/T,"$27,355 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"17,017 miles","LittleFalls,NJ(50mi)"
Used 2016 NISSAN MURANO PLATINUM,"$22,992 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,426 miles","Springfield,NJ(15mi)"
Used 2010 NISSAN MURANO LE,"$22,992 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"123,564 miles","Newton,NJ(43mi)"
Used 2015 LEXUS GX 460,"$10,495 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"40,162 miles","Englewood,NJ(11mi)"
Used 2016 HONDA PILOT EXL,"$10,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"23,831 miles","EastBrunswick,NJ(29mi)"
Used 2014 GMC ACADIA DENALI,"$37,496 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"45,030 miles","Parsippany,NJ(19mi)"
Used 2015 JEEP GRAND CHEROKEE LIMITED EDITION,"$37,496 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"61,148 miles","MountainLakes,NJ(24mi)"
Used 2008 JEEP WRANGLER UNLIMITED X,"$33,862 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"52,932 miles","LittleFalls,NJ(50mi)"
Used 2015 CHEVROLET EQUINOX LT LT2,"$33,862 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"55,324 miles","Edison,NJ(25mi)"
Used 2017 MITSUBISHI OUTLANDER SPORT SE,"$27,988 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"13,466 miles","Totowa,NJ(15mi)"
Used 2008 LEXUS GX 470,"$27,988 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"78,465 miles","Englewood,NJ(11mi)"
Certified 2017 BMW X5 XDRIVE50I,"$26,895 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"3,478 miles","Wayne,NJ(18mi)"
Used 2014 NISSAN ROGUE SV,"$26,895 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"32,531 miles","Leonia,NJ(8mi)"
Used 2017 BMW X1 XDRIVE28I,"$17,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,660 miles","Wayne,NJ(18mi)"
Certified 2016 ACURA RDX TECHNOLOGY,"$17,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"8,756 miles","Verona,NJ(12mi)"
Certified 2013 ACURA RDX TECHNOLOGY,"$13,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"60,393 miles","Verona,NJ(12mi)"
Certified 2014 MAZDA CX-5 SPORT,"$16,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"40,040 miles","Wayne,NJ(17mi)"
Used 2006 HONDA ELEMENT LX,"$16,900 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"98,708 miles","Verona,NJ(12mi)"
Used 2015 BMW X5 XDRIVE35I,"$7,900 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"44,848 miles","Parsippany,NJ(19mi)"
Used 2015 AUDI Q5 PREMIUM,"$7,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,665 miles","Parsippany,NJ(18mi)"
Certified 2015 LEXUS RX 350 BASE,"$35,588 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,355 miles","Englewood,NJ(11mi)"
Certified 2014 BMW X5 XDRIVE35D,"$35,588 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"37,240 miles","Wayne,NJ(18mi)"
Used 2016 VOLVO XC90 T6 MOMENTUM,"$30,000 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"37,628 miles","Bridgewater,NJ(32mi)"
Used 2015 TOYOTA RAV4 LIMITED EDITION,"$30,000 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"28,492 miles","Wayne,NJ(18mi)"
Used 2011 MAZDA CX-9 TOURING,"$31,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"81,404 miles","Bath,PA(71mi)"
Used 2017 BMW X5 XDRIVE35D,"$31,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,374 miles","Wayne,NJ(18mi)"
Certified 2015 FORD EXPLORER SPORT,"$40,998 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"46,570 miles","Mendham,NJ(29mi)"
Used 2014 SUBARU XV CROSSTREK LIMITED,"$40,998 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,951 miles","Newton,NJ(43mi)"
Used 2011 LEXUS RX 350,"$40,795 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"46,919 miles","Parsippany,NJ(19mi)"
Certified 2017 BMW X4 M40I,"$40,795 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"11,856 miles","Kenvil,NJ(33mi)"
Used 2015 MAZDA CX-5 GRAND TOURING,"$22,888 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,016 miles","Verona,NJ(12mi)"
Certified 2016 CHEVROLET TRAX LT,"$20,917 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,384 miles","WindGap,PA(66mi)"
Certified 2017 BMW X1 XDRIVE28I,"$20,917 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"11,675 miles","Kenvil,NJ(33mi)"
Certified 2015 BMW X1 XDRIVE28I,"$36,872 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"15,914 miles","Wayne,NJ(18mi)"
Certified 2015 FORD EXPLORER XLT,"$36,872 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainFWD,"31,970 miles","Mendham,NJ(29mi)"
Certified 2015 HONDA PILOT EXL,"$23,888 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"26,400 miles","Hamilton,NJ(50mi)"
Used 2017 MERCEDES-BENZ GLC 300 4MATIC,"$23,888 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,882 miles","Bridgewater,NJ(31mi)"
Used 2008 INFINITI FX35,"$25,886 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"131,848 miles","JerseyCity,NJ(2mi)"
Certified 2014 LINCOLN MKX,"$25,886 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"44,162 miles","Randolph,NJ(31mi)"
Certified 2014 MAZDA CX-9 TOURING,"$27,998 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"48,427 miles","Wayne,NJ(17mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$27,998 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"37,625 miles","Verona,NJ(12mi)"
Certified 2015 BMW X4 XDRIVE28I,"$47,496 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"30,089 miles","Edison,NJ(25mi)"
Used 2015 NISSAN MURANO SV,"$47,496 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"14,980 miles","Totowa,NJ(15mi)"
Certified 2014 MAZDA CX-5 SPORT,"$9,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"40,481 miles","Wayne,NJ(17mi)"
Used 2017 JEEP PATRIOT SPORT,"$9,995 ",Engine4 Cyl,TransmissionManual,Drivetrain4WD,381 miles,"Totowa,NJ(15mi)"
Used 2015 CHEVROLET EQUINOX LT LT1,"$23,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,085 miles","Wall,NJ(37mi)"
Used 2014 CHEVROLET EQUINOX LT LT2,"$16,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"50,891 miles","Wall,NJ(37mi)"
Used 2017 BMW X3 XDRIVE28I,"$16,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"10,318 miles","Edison,NJ(25mi)"
Used 2015 JEEP GRAND CHEROKEE LIMITED EDITION,"$40,999 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"68,596 miles","Verona,NJ(12mi)"
Used 2009 LAND ROVER RANGE ROVER SPORT HSE,"$40,999 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"93,441 miles","Newton,NJ(43mi)"
Certified 2017 ACURA RDX,"$22,850 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"6,778 miles","Verona,NJ(12mi)"
Used 2015 MINI COOPER COUNTRYMAN S,"$22,850 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"29,456 miles","Morristown,NJ(22mi)"
Certified 2014 JEEP GRAND CHEROKEE LIMITED EDITION,"$15,795 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,384 miles","Somerville,NJ(32mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$15,795 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"43,341 miles","Parsippany,NJ(19mi)"
Used 2015 KIA SORENTO EX,"$34,000 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"56,161 miles","Verona,NJ(12mi)"
Used 2012 BMW X5 XDRIVE35I,"$34,000 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,411 miles","Bloomfield,NJ(9mi)"
Used 2011 BMW X5 XDRIVE35I,"$23,997 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"75,820 miles","MountainLakes,NJ(24mi)"
Certified 2016 FORD EXPEDITION EL XLT,"$23,997 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"34,520 miles","Mendham,NJ(29mi)"
Used 2007 HONDA CR-V EX,"$26,988 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"102,589 miles","Verona,NJ(12mi)"
